,home_team,away_team,home_team_goals,away_team_goals,home_team_age,away_team_age,date,home_rank,home_total_points,home_rank_change,home_previous_points,home_conf,away_rank,away_total_points,away_rank_change,away_previous_points,away_conf,hour
890,Saudi Arabia,Honduras,0,0,27.363636363636363,27.63636363636364,2022-10-30,53.0,1433.95,2.0,1434.71,AFC,78.0,1303.96,2.0,1332.16,CONCACAF,14
891,Saudi Arabia,North Macedonia,2,1,25.454545454545453,28.545454545454547,2025-09-04,53.0,1433.95,2.0,1434.71,AFC,67.0,1367.23,0.0,1367.23,UEFA,15
892,Saudi Arabia,North Macedonia,1,0,27.09090909090909,27.90909090909091,2022-10-22,53.0,1433.95,2.0,1434.71,AFC,67.0,1367.23,0.0,1367.23,UEFA,14
893,Morocco,Saudi Arabia,0,1,29.63636363636364,25.63636363636364,2025-12-08,24.0,1547.42,-4.0,1529.93,CAF,53.0,1433.95,2.0,1434.71,AFC,17
894,Saudi Arabia,Oman,2,1,26.90909090909091,28.818181818181817,2025-12-02,53.0,1433.95,2.0,1434.71,AFC,79.0,1301.0,0.0,1306.01,AFC,17
895,Saudi Arabia,Oman,2,1,29.181818181818183,28.454545454545453,2024-01-16,53.0,1433.95,2.0,1434.71,AFC,79.0,1301.0,0.0,1306.01,AFC,17
896,Saudi Arabia,Oman,1,2,24.818181818181817,27.272727272727277,2023-01-12,53.0,1433.95,2.0,1434.71,AFC,79.0,1301.0,0.0,1306.01,AFC,15
898,Saudi Arabia,Mali,1,3,29.90909090909091,25.727272727272727,2023-10-17,53.0,1433.95,2.0,1434.71,AFC,48.0,1446.49,-5.0,1427.98,CAF,15
900,Iceland,Saudi Arabia,1,0,24.63636363636364,27.272727272727277,2022-11-06,60.0,1382.81,-2.0,1385.21,UEFA,53.0,1433.95,2.0,1434.71,AFC,12
901,Saudi Arabia,Bolivia,1,2,28.363636363636363,27.181818181818183,2023-03-28,53.0,1433.95,2.0,1434.71,AFC,76.0,1308.12,-1.0,1324.21,CONMEBOL,19
902,Saudi Arabia,Nigeria,2,2,26.818181818181817,25.727272727272727,2023-10-13,53.0,1433.95,2.0,1434.71,AFC,32.0,1509.91,-4.0,1478.78,CAF,16
903,Argentina,Saudi Arabia,2,1,29.63636363636364,28.272727272727277,2022-11-22,4.0,1766.99,-1.0,1750.51,CONMEBOL,53.0,1433.95,2.0,1434.71,AFC,10
904,Saudi Arabia,Iraq,0,0,25.90909090909091,26.545454545454547,2025-10-14,53.0,1433.95,2.0,1434.71,AFC,74.0,1325.44,-1.0,1333.03,AFC,18
905,Iraq,Saudi Arabia,0,2,25.818181818181817,25.90909090909091,2023-01-09,74.0,1325.44,-1.0,1333.03,AFC,53.0,1433.95,2.0,1434.71,AFC,16
906,Saudi Arabia,Croatia,0,1,28.454545454545453,26.363636363636363,2022-11-16,53.0,1433.95,2.0,1434.71,AFC,15.0,1620.74,0.0,1620.74,UEFA,12
907,Poland,Saudi Arabia,0,2,28.727272727272727,27.727272727272727,2022-11-26,28.0,1530.62,1.0,1530.62,UEFA,53.0,1433.95,2.0,1434.71,AFC,13
908,Saudi Arabia,Venezuela,1,2,27.818181818181817,29.90909090909091,2023-03-24,53.0,1433.95,2.0,1434.71,AFC,58.0,1411.45,-1.0,1409.14,CONMEBOL,19
909,Saudi Arabia,Venezuela,0,1,27.09090909090909,27.454545454545453,2022-06-09,53.0,1433.95,2.0,1434.71,AFC,58.0,1411.45,-1.0,1409.14,CONMEBOL,17
910,Saudi Arabia,Colombia,0,1,27.181818181818183,26.181818181818183,2022-06-05,53.0,1433.95,2.0,1434.71,AFC,19.0,1585.89,3.0,1607.15,CONMEBOL,17
912,Saudi Arabia,Algeria,0,2,26.0,28.363636363636363,2025-11-18,53.0,1433.95,2.0,1434.71,AFC,43.0,1460.93,14.0,1516.51,CAF,16
913,Saudi Arabia,Serbia,1,2,26.90909090909091,27.363636363636363,2026-03-31,53.0,1433.95,2.0,1434.71,AFC,25.0,1547.38,2.0,1547.38,UEFA,16
914,Saudi Arabia,Tajikistan,1,0,29.181818181818183,25.90909090909091,2024-03-21,53.0,1433.95,2.0,1434.71,AFC,115.0,1152.56,-1.0,1152.56,AFC,19
915,Tajikistan,Saudi Arabia,1,1,25.545454545454547,28.09090909090909,2024-03-26,115.0,1152.56,-1.0,1152.56,AFC,53.0,1433.95,2.0,1434.71,AFC,15
916,Belarus,Scotland,0,2,25.545454545454547,27.181818181818183,2025-09-08,94.0,1233.43,0.0,1233.43,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
917,Scotland,Belarus,2,1,28.363636363636363,26.727272727272727,2025-10-12,40.0,1471.82,2.0,1471.82,UEFA,94.0,1233.43,0.0,1233.43,UEFA,16
918,Austria,Scotland,2,2,29.0,28.09090909090909,2022-03-29,30.0,1511.56,-1.0,1511.56,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
919,Denmark,Scotland,0,0,28.272727272727277,29.181818181818183,2025-09-05,9.0,1654.54,0.0,1654.54,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
920,Scotland,Denmark,4,2,29.63636363636364,26.545454545454547,2025-11-18,40.0,1471.82,2.0,1471.82,UEFA,9.0,1654.54,0.0,1654.54,UEFA,19
921,Scotland,Hungary,0,1,28.545454545454547,26.727272727272727,2024-06-23,40.0,1471.82,2.0,1471.82,UEFA,41.0,1465.62,2.0,1465.62,UEFA,19
922,Scotland,England,1,3,26.363636363636363,27.0,2023-09-12,40.0,1471.82,2.0,1471.82,UEFA,5.0,1755.52,1.0,1755.52,UEFA,18
923,Turkiye,Scotland,2,1,25.181818181818183,28.272727272727277,2022-11-16,39.0,1472.72,2.0,1472.72,UEFA,40.0,1471.82,2.0,1471.82,UEFA,17
924,Germany,Scotland,5,1,28.90909090909091,28.272727272727277,2024-06-14,11.0,1648.33,-1.0,1648.33,UEFA,40.0,1471.82,2.0,1471.82,UEFA,19
925,Netherlands,Scotland,4,0,27.454545454545453,27.363636363636363,2024-03-22,10.0,1653.73,0.0,1653.73,UEFA,40.0,1471.82,2.0,1471.82,UEFA,19
926,France,Scotland,4,1,27.272727272727277,26.63636363636364,2023-10-17,3.0,1786.15,0.0,1786.15,UEFA,40.0,1471.82,2.0,1471.82,UEFA,19
927,Liechtenstein,Scotland,0,4,27.545454545454547,27.181818181818183,2025-06-09,191.0,899.52,0.0,899.52,UEFA,40.0,1471.82,2.0,1471.82,UEFA,16
928,Scotland,Ivory Coast,0,1,29.363636363636363,25.454545454545453,2026-03-31,40.0,1471.82,2.0,1471.82,UEFA,51.0,1439.62,-5.0,1417.86,CAF,18
929,Portugal,Scotland,2,1,26.545454545454547,28.727272727272727,2024-09-08,8.0,1660.25,0.0,1660.25,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
930,Scotland,Portugal,0,0,28.90909090909091,27.0,2024-10-15,40.0,1471.82,2.0,1471.82,UEFA,8.0,1660.25,0.0,1660.25,UEFA,18
931,Scotland,Finland,2,2,28.63636363636364,27.272727272727277,2024-06-07,40.0,1471.82,2.0,1471.82,UEFA,57.0,1411.77,-1.0,1411.77,UEFA,18
932,Scotland,Spain,2,0,27.363636363636363,27.545454545454547,2023-03-28,40.0,1471.82,2.0,1471.82,UEFA,7.0,1704.75,0.0,1704.75,UEFA,18
933,Spain,Scotland,2,0,26.0,27.09090909090909,2023-10-12,7.0,1704.75,0.0,1704.75,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
934,Scotland,Georgia,2,0,26.454545454545453,27.09090909090909,2023-06-20,40.0,1471.82,2.0,1471.82,UEFA,86.0,1269.24,1.0,1269.24,UEFA,18
935,Georgia,Scotland,2,2,26.818181818181817,26.727272727272727,2023-11-16,86.0,1269.24,1.0,1269.24,UEFA,40.0,1471.82,2.0,1471.82,UEFA,17
936,Scotland,Iceland,1,3,28.09090909090909,26.818181818181817,2025-06-06,40.0,1471.82,2.0,1471.82,UEFA,60.0,1382.81,-2.0,1385.21,UEFA,18
937,Norway,Scotland,1,2,27.272727272727277,27.0,2023-06-17,45.0,1455.43,4.0,1455.43,UEFA,40.0,1471.82,2.0,1471.82,UEFA,16
938,Scotland,Norway,3,3,27.90909090909091,24.818181818181817,2023-11-19,40.0,1471.82,2.0,1471.82,UEFA,45.0,1455.43,4.0,1455.43,UEFA,19
939,Scotland,Cyprus,3,0,27.90909090909091,28.454545454545453,2023-03-25,40.0,1471.82,2.0,1471.82,UEFA,105.0,1178.65,0.0,1178.65,UEFA,14
940,Cyprus,Scotland,0,3,28.818181818181817,26.363636363636363,2023-09-08,105.0,1178.65,0.0,1178.65,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
943,Scotland,Japan,0,1,29.63636363636364,25.63636363636364,2026-03-28,40.0,1471.82,2.0,1471.82,UEFA,23.0,1549.82,-3.0,1531.53,AFC,17
944,Croatia,Scotland,2,1,28.0,29.0,2024-10-12,15.0,1620.74,0.0,1620.74,UEFA,40.0,1471.82,2.0,1471.82,UEFA,16
945,Scotland,Croatia,1,0,28.363636363636363,26.454545454545453,2024-11-15,40.0,1471.82,2.0,1471.82,UEFA,15.0,1620.74,0.0,1620.74,UEFA,19
946,Scotland,Greece,3,1,28.272727272727277,26.63636363636364,2025-10-09,40.0,1471.82,2.0,1471.82,UEFA,55.0,1421.99,0.0,1421.99,UEFA,18
947,Greece,Scotland,3,2,25.818181818181817,29.545454545454547,2025-11-15,55.0,1421.99,0.0,1421.99,UEFA,40.0,1471.82,2.0,1471.82,UEFA,19
948,Greece,Scotland,0,1,26.90909090909091,30.545454545454547,2025-03-20,55.0,1421.99,0.0,1421.99,UEFA,40.0,1471.82,2.0,1471.82,UEFA,19
949,Scotland,Greece,0,3,30.90909090909091,23.454545454545453,2025-03-23,40.0,1471.82,2.0,1471.82,UEFA,55.0,1421.99,0.0,1421.99,UEFA,17
950,Scotland,Poland,2,3,28.727272727272727,27.0,2024-09-05,40.0,1471.82,2.0,1471.82,UEFA,28.0,1530.62,1.0,1530.62,UEFA,18
951,Poland,Scotland,1,2,25.818181818181817,29.09090909090909,2024-11-18,28.0,1530.62,1.0,1530.62,UEFA,40.0,1471.82,2.0,1471.82,UEFA,19
952,Scotland,Poland,1,1,27.181818181818183,28.181818181818183,2022-03-24,40.0,1471.82,2.0,1471.82,UEFA,28.0,1530.62,1.0,1530.62,UEFA,19
953,Scotland,Ukraine,1,3,27.90909090909091,27.272727272727277,2022-06-01,40.0,1471.82,2.0,1471.82,UEFA,27.0,1535.08,2.0,1535.08,UEFA,18
954,Scotland,Ukraine,3,0,27.727272727272727,26.454545454545453,2022-09-21,40.0,1471.82,2.0,1471.82,UEFA,27.0,1535.08,2.0,1535.08,UEFA,18
955,Ukraine,Scotland,0,0,25.727272727272727,27.818181818181817,2022-09-27,27.0,1535.08,2.0,1535.08,UEFA,40.0,1471.82,2.0,1471.82,UEFA,18
956,Gibraltar,Scotland,0,2,26.09090909090909,29.272727272727277,2024-06-03,203.0,853.6,0.0,853.6,UEFA,40.0,1471.82,2.0,1471.82,UEFA,16
957,Scotland,Armenia,2,0,28.272727272727277,30.727272727272727,2022-06-08,40.0,1471.82,2.0,1471.82,UEFA,92.0,1242.24,0.0,1242.24,UEFA,18
958,Armenia,Scotland,1,4,30.454545454545453,27.63636363636364,2022-06-14,92.0,1242.24,0.0,1242.24,UEFA,40.0,1471.82,2.0,1471.82,UEFA,16
959,France,Azerbaijan,3,0,26.181818181818183,27.63636363636364,2025-10-10,3.0,1786.15,0.0,1786.15,UEFA,121.0,1139.02,1.0,1139.02,UEFA,18
960,Azerbaijan,France,3,1,27.181818181818183,24.90909090909091,2025-11-16,121.0,1139.02,1.0,1139.02,UEFA,3.0,1786.15,0.0,1786.15,UEFA,17
961,Austria,France,1,0,27.272727272727277,27.818181818181817,2024-06-17,30.0,1511.56,-1.0,1511.56,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
962,Austria,France,1,1,27.454545454545453,26.454545454545453,2022-06-10,30.0,1511.56,-1.0,1511.56,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
963,France,Austria,2,0,26.727272727272727,28.0,2022-09-22,3.0,1786.15,0.0,1786.15,UEFA,30.0,1511.56,-1.0,1511.56,UEFA,18
964,France,Denmark,2,1,27.545454545454547,26.545454545454547,2022-11-26,3.0,1786.15,0.0,1786.15,UEFA,9.0,1654.54,0.0,1654.54,UEFA,16
965,France,Denmark,1,2,28.09090909090909,28.181818181818183,2022-06-03,3.0,1786.15,0.0,1786.15,UEFA,9.0,1654.54,0.0,1654.54,UEFA,18
966,Denmark,France,0,2,26.90909090909091,25.545454545454547,2022-09-25,9.0,1654.54,0.0,1654.54,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
967,England,France,2,1,26.363636363636363,27.545454545454547,2022-12-10,5.0,1755.52,1.0,1755.52,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
968,France,Italy,1,3,27.09090909090909,25.363636363636363,2024-09-06,3.0,1786.15,0.0,1786.15,UEFA,6.0,1740.77,0.0,1740.77,UEFA,18
969,Italy,France,3,1,26.09090909090909,26.454545454545453,2024-11-17,6.0,1740.77,0.0,1740.77,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
970,France,Canada,0,0,28.272727272727277,25.818181818181817,2024-06-09,3.0,1786.15,0.0,1786.15,UEFA,33.0,1497.82,-7.0,1462.32,CONCACAF,19
971,France,Chile,3,2,27.0,30.454545454545453,2024-03-26,3.0,1786.15,0.0,1786.15,UEFA,26.0,1543.16,2.0,1543.42,CONMEBOL,20
972,France,Luxembourg,3,0,27.545454545454547,28.363636363636363,2024-06-05,3.0,1786.15,0.0,1786.15,UEFA,93.0,1236.45,0.0,1236.45,UEFA,19
973,Portugal,France,5,3,29.272727272727277,26.818181818181817,2024-07-05,8.0,1660.25,0.0,1660.25,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
974,France,Morocco,2,0,27.09090909090909,26.90909090909091,2022-12-14,3.0,1786.15,0.0,1786.15,UEFA,24.0,1547.42,-4.0,1529.93,CAF,19
975,France,Iceland,2,1,26.272727272727277,25.818181818181817,2025-09-09,3.0,1786.15,0.0,1786.15,UEFA,60.0,1382.81,-2.0,1385.21,UEFA,18
976,Iceland,France,2,2,25.90909090909091,27.181818181818183,2025-10-13,60.0,1382.81,-2.0,1385.21,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
977,Argentina,France,2,4,27.818181818181817,27.545454545454547,2022-12-18,4.0,1766.99,-1.0,1750.51,CONMEBOL,3.0,1786.15,0.0,1786.15,UEFA,15
980,Croatia,France,0,2,29.90909090909091,27.454545454545453,2025-03-20,15.0,1620.74,0.0,1620.74,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
981,France,Croatia,5,4,26.09090909090909,29.90909090909091,2025-03-23,3.0,1786.15,0.0,1786.15,UEFA,15.0,1620.74,0.0,1620.74,UEFA,19
982,Croatia,France,1,1,28.63636363636364,25.63636363636364,2022-06-06,15.0,1620.74,0.0,1620.74,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
983,France,Croatia,0,1,26.09090909090909,27.181818181818183,2022-06-13,3.0,1786.15,0.0,1786.15,UEFA,15.0,1620.74,0.0,1620.74,UEFA,18
984,France,Greece,1,0,25.545454545454547,28.818181818181817,2023-06-19,3.0,1786.15,0.0,1786.15,UEFA,55.0,1421.99,0.0,1421.99,UEFA,18
985,Greece,France,2,2,27.09090909090909,27.363636363636363,2023-11-21,55.0,1421.99,0.0,1421.99,UEFA,3.0,1786.15,0.0,1786.15,UEFA,19
986,France,Poland,1,1,26.545454545454547,27.363636363636363,2024-06-25,3.0,1786.15,0.0,1786.15,UEFA,28.0,1530.62,1.0,1530.62,UEFA,16
987,France,Poland,3,1,27.545454545454547,27.90909090909091,2022-12-04,3.0,1786.15,0.0,1786.15,UEFA,28.0,1530.62,1.0,1530.62,UEFA,15
988,France,Colombia,3,1,27.181818181818183,30.0,2026-03-29,3.0,1786.15,0.0,1786.15,UEFA,19.0,1585.89,3.0,1607.15,CONMEBOL,19
989,Ukraine,France,2,0,26.09090909090909,25.90909090909091,2025-09-05,27.0,1535.08,2.0,1535.08,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
990,France,Ukraine,4,0,26.727272727272727,26.181818181818183,2025-11-13,3.0,1786.15,0.0,1786.15,UEFA,27.0,1535.08,2.0,1535.08,UEFA,19
991,Gibraltar,France,3,0,27.272727272727277,26.727272727272727,2023-06-16,203.0,853.6,0.0,853.6,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
992,France,Gibraltar,14,0,26.272727272727277,30.181818181818183,2023-11-18,3.0,1786.15,0.0,1786.15,UEFA,203.0,853.6,0.0,853.6,UEFA,19
993,Israel,France,4,1,25.181818181818183,25.363636363636363,2024-10-10,77.0,1306.7,-1.0,1306.7,UEFA,3.0,1786.15,0.0,1786.15,UEFA,18
994,France,Israel,0,0,25.181818181818183,24.90909090909091,2024-11-14,3.0,1786.15,0.0,1786.15,UEFA,77.0,1306.7,-1.0,1306.7,UEFA,19
998,Curaçao,Jamaica,2,0,28.363636363636363,26.545454545454547,2025-10-10,80.0,1298.39,0.0,1298.39,CONCACAF,62.0,1378.62,5.0,1412.13,CONCACAF,23
999,Jamaica,Curaçao,0,0,28.363636363636363,28.09090909090909,2025-11-19,62.0,1378.62,5.0,1412.13,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,1
1001,Indonesia,Curaçao,3,2,24.545454545454547,26.545454545454547,2022-09-24,160.0,1001.61,-4.0,992.31,AFC,80.0,1298.39,0.0,1298.39,CONCACAF,13
1002,Indonesia,Curaçao,2,1,23.09090909090909,27.272727272727277,2022-09-27,160.0,1001.61,-4.0,992.31,AFC,80.0,1298.39,0.0,1298.39,CONCACAF,13
1003,Curaçao,Panama,1,2,27.454545454545453,28.181818181818183,2023-10-13,80.0,1298.39,0.0,1298.39,CONCACAF,63.0,1375.56,0.0,1379.34,CONCACAF,21
1004,Honduras,Curaçao,2,1,27.545454545454547,28.272727272727277,2025-06-25,78.0,1303.96,2.0,1332.16,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,2
1005,Curaçao,Honduras,0,1,30.09090909090909,26.454545454545453,2022-06-04,80.0,1298.39,0.0,1298.39,CONCACAF,78.0,1303.96,2.0,1332.16,CONCACAF,0
1006,Honduras,Curaçao,1,2,26.454545454545453,29.63636363636364,2022-06-07,78.0,1303.96,2.0,1332.16,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,2
1008,Curaçao,Bermuda,3,2,28.272727272727277,27.272727272727277,2025-09-10,80.0,1298.39,0.0,1298.39,CONCACAF,166.0,982.43,0.0,982.43,CONCACAF,0
1009,Bermuda,Curaçao,0,7,26.90909090909091,27.818181818181817,2025-11-14,166.0,982.43,0.0,982.43,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,0
1010,Puerto Rico,Curaçao,0,0,0.0,29.0,2023-06-13,172.0,962.77,-1.0,962.77,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,22
1011,Grenada,Curaçao,0,0,25.0,28.272727272727277,2024-10-11,169.0,974.03,1.0,974.03,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,21
1012,Curaçao,Grenada,1,0,27.63636363636364,25.545454545454547,2024-10-14,80.0,1298.39,0.0,1298.39,CONCACAF,169.0,974.03,1.0,974.03,CONCACAF,20
1013,Curaçao,El Salvador,0,0,29.63636363636364,27.0,2025-06-18,80.0,1298.39,0.0,1298.39,CONCACAF,70.0,1346.04,0.0,1349.47,CONCACAF,0
1014,Curaçao,El Salvador,1,1,25.63636363636364,25.363636363636363,2023-11-17,80.0,1298.39,0.0,1298.39,CONCACAF,70.0,1346.04,0.0,1349.47,CONCACAF,0
1015,Curaçao,El Salvador,1,1,25.363636363636363,23.63636363636364,2023-11-21,80.0,1298.39,0.0,1298.39,CONCACAF,70.0,1346.04,0.0,1349.47,CONCACAF,0
1016,Argentina,Curaçao,7,0,28.818181818181817,30.09090909090909,2023-03-28,4.0,1766.99,-1.0,1750.51,CONMEBOL,80.0,1298.39,0.0,1298.39,CONCACAF,23
1017,Kazakhstan,Curaçao,2,0,30.454545454545453,28.363636363636363,2025-03-19,120.0,1140.71,1.0,1140.71,UEFA,80.0,1298.39,0.0,1298.39,CONCACAF,16
1018,Aruba,Curaçao,0,2,28.363636363636363,29.818181818181817,2024-06-09,200.0,859.97,0.0,859.97,CONCACAF,80.0,1298.39,0.0,1298.39,CONCACAF,0
1019,Curaçao,Aruba,5,3,27.272727272727277,27.666666666666668,2022-11-25,80.0,1298.39,0.0,1298.39,CONCACAF,200.0,859.97,0.0,859.97,CONCACAF,1
1022,Curaçao,Suriname,6,5,28.181818181818183,26.545454545454547,2022-11-27,80.0,1298.39,0.0,1298.39,CONCACAF,140.0,1077.57,1.0,1077.57,CONCACAF,1
1023,Curaçao,Barbados,4,1,28.727272727272727,26.181818181818183,2024-06-05,80.0,1298.39,0.0,1298.39,CONCACAF,163.0,995.94,1.0,995.94,CONCACAF,23
1024,Denmark,England,1,1,27.90909090909091,27.454545454545453,2024-06-20,9.0,1654.54,0.0,1654.54,UEFA,5.0,1755.52,1.0,1755.52,UEFA,16
1025,Hungary,England,0,1,27.90909090909091,26.0,2022-06-04,41.0,1465.62,2.0,1465.62,UEFA,5.0,1755.52,1.0,1755.52,UEFA,16
1026,England,Hungary,0,4,24.818181818181817,27.545454545454547,2022-06-14,5.0,1755.52,1.0,1755.52,UEFA,41.0,1465.62,2.0,1465.62,UEFA,18
1027,England,Albania,2,0,27.545454545454547,29.63636363636364,2025-03-21,5.0,1755.52,1.0,1755.52,UEFA,65.0,1374.98,-1.0,1374.98,UEFA,19
1028,Albania,England,2,0,28.90909090909091,26.454545454545453,2025-11-16,65.0,1374.98,-1.0,1374.98,UEFA,5.0,1755.52,1.0,1755.52,UEFA,17
1029,Italy,England,2,1,29.181818181818183,27.363636363636363,2023-03-23,6.0,1740.77,0.0,1740.77,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1030,England,Italy,3,1,27.727272727272727,26.545454545454547,2023-10-17,5.0,1755.52,1.0,1755.52,UEFA,6.0,1740.77,0.0,1740.77,UEFA,18
1031,England,Italy,0,0,26.09090909090909,25.272727272727277,2022-06-11,5.0,1755.52,1.0,1755.52,UEFA,6.0,1740.77,0.0,1740.77,UEFA,18
1032,Italy,England,0,1,27.818181818181817,25.818181818181817,2022-09-23,6.0,1740.77,0.0,1740.77,UEFA,5.0,1755.52,1.0,1755.52,UEFA,18
1033,England,Slovenia,0,0,27.272727272727277,27.181818181818183,2024-06-25,5.0,1755.52,1.0,1755.52,UEFA,64.0,1375.42,-1.0,1375.42,UEFA,19
1034,England,Slovakia,2,1,26.818181818181817,30.545454545454547,2024-06-30,5.0,1755.52,1.0,1755.52,UEFA,46.0,1455.36,4.0,1455.36,UEFA,16
1035,England,North Macedonia,7,0,28.09090909090909,29.727272727272727,2023-06-19,5.0,1755.52,1.0,1755.52,UEFA,67.0,1367.23,0.0,1367.23,UEFA,18
1036,North Macedonia,England,1,1,26.09090909090909,25.818181818181817,2023-11-20,67.0,1367.23,0.0,1367.23,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1037,Malta,England,4,0,29.363636363636363,27.63636363636364,2023-06-16,174.0,958.95,-1.0,958.95,UEFA,5.0,1755.52,1.0,1755.52,UEFA,18
1038,England,Malta,2,0,27.363636363636363,28.727272727272727,2023-11-17,5.0,1755.52,1.0,1755.52,UEFA,174.0,958.95,-1.0,958.95,UEFA,19
1039,Andorra,England,1,0,24.63636363636364,27.272727272727277,2025-06-07,155.0,1030.28,0.0,1030.28,UEFA,5.0,1755.52,1.0,1755.52,UEFA,16
1040,England,Andorra,2,0,26.63636363636364,25.63636363636364,2025-09-06,5.0,1755.52,1.0,1755.52,UEFA,155.0,1030.28,0.0,1030.28,UEFA,16
1041,England,Finland,2,0,26.181818181818183,28.90909090909091,2024-09-10,5.0,1755.52,1.0,1755.52,UEFA,57.0,1411.77,-1.0,1411.77,UEFA,18
1042,Finland,England,3,1,28.272727272727277,26.63636363636364,2024-10-13,57.0,1411.77,-1.0,1411.77,UEFA,5.0,1755.52,1.0,1755.52,UEFA,16
1043,England,Wales,3,0,26.363636363636363,28.181818181818183,2025-10-09,5.0,1755.52,1.0,1755.52,UEFA,20.0,1578.01,1.0,1578.01,UEFA,18
1044,Wales,England,3,0,27.545454545454547,26.727272727272727,2022-11-29,20.0,1578.01,1.0,1578.01,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1045,England,Iceland,0,1,26.545454545454547,26.545454545454547,2024-06-07,5.0,1755.52,1.0,1755.52,UEFA,60.0,1382.81,-2.0,1385.21,UEFA,18
1046,England,Latvia,3,0,26.272727272727277,28.181818181818183,2025-03-24,5.0,1755.52,1.0,1755.52,UEFA,135.0,1100.03,1.0,1100.03,UEFA,19
1047,Latvia,England,5,0,27.0,26.0,2025-10-14,135.0,1100.03,1.0,1100.03,UEFA,5.0,1755.52,1.0,1755.52,UEFA,18
1050,England,Greece,1,2,24.09090909090909,27.63636363636364,2024-10-10,5.0,1755.52,1.0,1755.52,UEFA,55.0,1421.99,0.0,1421.99,UEFA,18
1051,Greece,England,3,0,26.63636363636364,25.181818181818183,2024-11-14,55.0,1421.99,0.0,1421.99,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1052,England,Switzerland,5,3,27.09090909090909,29.09090909090909,2024-07-06,5.0,1755.52,1.0,1755.52,UEFA,14.0,1642.83,1.0,1642.83,UEFA,16
1053,England,Switzerland,2,1,25.818181818181817,28.90909090909091,2022-03-26,5.0,1755.52,1.0,1755.52,UEFA,14.0,1642.83,1.0,1642.83,UEFA,17
1054,England,Ukraine,2,0,27.63636363636364,26.818181818181817,2023-03-26,5.0,1755.52,1.0,1755.52,UEFA,27.0,1535.08,2.0,1535.08,UEFA,16
1055,Ukraine,England,1,1,25.727272727272727,27.09090909090909,2023-09-09,27.0,1535.08,2.0,1535.08,UEFA,5.0,1755.52,1.0,1755.52,UEFA,16
1056,Serbia,England,5,0,26.0,25.818181818181817,2025-09-09,25.0,1547.38,2.0,1547.38,UEFA,5.0,1755.52,1.0,1755.52,UEFA,18
1057,England,Serbia,2,0,26.545454545454547,27.545454545454547,2025-11-13,5.0,1755.52,1.0,1755.52,UEFA,25.0,1547.38,2.0,1547.38,UEFA,19
1058,Serbia,England,1,0,28.363636363636363,27.454545454545453,2024-06-16,25.0,1547.38,2.0,1547.38,UEFA,5.0,1755.52,1.0,1755.52,UEFA,19
1059,Azerbaijan,Haiti,0,3,28.0,27.545454545454547,2025-03-22,121.0,1139.02,1.0,1139.02,UEFA,87.0,1268.05,0.0,1268.05,CONCACAF,17
1061,Costa Rica,Haiti,3,3,27.454545454545453,27.454545454545453,2025-09-10,42.0,1464.06,-7.0,1437.43,CONCACAF,87.0,1268.05,0.0,1268.05,CONCACAF,2
1062,Haiti,Costa Rica,1,0,28.727272727272727,29.727272727272727,2025-11-14,87.0,1268.05,0.0,1268.05,CONCACAF,42.0,1464.06,-7.0,1437.43,CONCACAF,2
1063,Nicaragua,Haiti,0,3,28.454545454545453,29.272727272727277,2025-10-10,144.0,1062.21,1.0,1062.21,CONCACAF,87.0,1268.05,0.0,1268.05,CONCACAF,0
1064,Haiti,Nicaragua,2,0,28.63636363636364,28.181818181818183,2025-11-19,87.0,1268.05,0.0,1268.05,CONCACAF,144.0,1062.21,1.0,1062.21,CONCACAF,1
1065,Jamaica,Haiti,2,2,27.727272727272727,27.0,2023-09-13,62.0,1378.62,5.0,1412.13,CONCACAF,87.0,1268.05,0.0,1268.05,CONCACAF,0
